,title,cast,crew,genres,keywords
2377,RockNRolla,"['MarkStrong', 'TomWilkinson', 'TobyKebbell']",['GuyRitchie'],"['Action', 'Crime', 'Thriller']","['londonengland', 'gangleader', 'money', 'gang', 'crime']"
2378,Megaforce,"['BarryBostwick', 'MichaelBeck', 'PersisKhambatta']",['HalNeedham'],"['Adventure', 'Action', 'ScienceFiction']","['dictator', 'soldier', 'electronicmusicscore', 'militaryunit']"
2379,Hamlet,"['KennethBranagh', 'DerekJacobi', 'JulieChristie']",['KennethBranagh'],['Drama'],"['mother', 'shakespeare', 'denmark', 'lossoffather', 'prince', 'madness']"
2380,Mao's Last Dancer,"['ChiCao', 'ChengwuGuo', 'WenBinHuang']",['BruceBeresford'],"['Drama', 'Romance']","['costume', 'song', 'village', 'promise', 'ballet']"
2381,Midnight Special,"['MichaelShannon', 'JaedenLieberher', 'JoelEdgerton']",['JeffNichols'],"['Adventure', 'Drama', 'ScienceFiction']","['fathersonrelationship', 'helicopter', 'fbi', 'motel', 'chase', 'childkidnapping', 'religioussect', 'goggles']"
2382,Anything Else,"['WoodyAllen', 'JasonBiggs', 'ChristinaRicci']",['WoodyAllen'],"['Comedy', 'Romance']","['psychoanalysis', 'comedian', 'relationshipproblems', 'advice', 'experience']"
2383,The Railway Man,"['JeremyIrvine', 'ColinFirth', 'StellanSkarsgård']",['JonathanTeplitzky'],"['Drama', 'History']","['posttraumaticstressdisorder', 'japanese', 'worldwarii', 'victim', 'autobiography', 'basedontruestory', 'history', 'revenge', 'redemption', 'torture']"
2384,The White Ribbon,"['UrsinaLardi', 'UlrichTukur', 'BurghartKlaußner']",['MichaelHaneke'],"['Crime', 'Drama', 'Mystery']","['germany', 'childabuse', 'pastor', 'propaganda', 'children', 'punishment', 'smallvillage', 'villagepeople', 'eastelbia', 'umerziehung']"
2385,Restoration,"[""EmilyRoyaO'Brien"", 'AdrianGaeta', 'ZackWard']",['ZackWard'],['Horror'],[]
2386,The Wraith,"['CharlieSheen', 'NickCassavetes', 'SherilynFenn']",['MikeMarvin'],"['Romance', 'ScienceFiction', 'Horror', 'Action', 'Crime']","['malenudity', 'femalenudity', 'sex', 'killing', 'sheriff', 'carrace', 'cemetery', 'shotgun', 'arizona', 'nudity', 'reincarnation', 'police', 'auto-tuning', 'streetrace', 'revenge', 'murder', 'carcrash', 'alien', 'independentfilm', 'gang', 'motorcycle', 'violence', 'carchase', 'cultfilm', 'ghost', 'roadmovie', 'dragracing', 'rollerskates', 'strangeperson', 'budweiser', 'turbointercepter']"
2387,Salton Sea,"['ValKilmer', ""VincentD'Onofrio"", 'AdamGoldberg']",['D.J.Caruso'],"['Drama', 'Mystery', 'Thriller']","['dualidentity', 'identity', 'warondrugs', 'jazzmusician', 'drugscene', 'neo-noir']"
2388,Metallica: Through the Never,"['DaneDeHaan', 'MackenzieGray', 'JamesHetfield']",['NimródAntal'],['Music'],"['heavymetal', 'liveconcert']"
2389,The Informers,"['BillyBobThornton', 'KimBasinger', 'MickeyRourke']",['GregorJordan'],['Drama'],"['sex', 'sliceoflife', 'hollywood', 'drug', 'hedonism', 'ensemblecast', 'childmurder', '1980s', 'dysfunctional', 'intersectinglives']"
2390,Carlos,"['EdgarRamírez', 'AlexanderScheer', 'FadiAbiSamra']",['OlivierAssayas'],"['Crime', 'Drama', 'Thriller', 'History']","['gun', 'carbomb', 'miniseries', 'terrorism', 'opec', 'hostagesituation', 'revolutionary']"
2391,I Come with the Rain,"['JoshHartnett', 'EliasKoteas', 'TakuyaKimura']",['TranAnhHung'],"['Thriller', 'Drama']",[]
2392,One Man's Hero,"['TomBerenger', 'JoaquimdeAlmeida', 'DanielaRomo']",['LanceHool'],"['Western', 'Action', 'Drama', 'History']","['war', 'army', 'battlefield', 'chivalry']"
2393,Day of the Dead,"['LoriCardille', 'TerryAlexander', 'JosephPilato']",['GeorgeA.Romero'],"['Horror', 'ScienceFiction']","['florida', 'insanity', 'disembodiedhead', 'zombie', 'disembowelment', 'horrormovieremade', 'livingdead', 'zombieapocalypse']"
2394,I Am Wrath,"['JohnTravolta', 'ChristopherMeloni', 'RebeccaDeMornay']",['ChuckRussell'],"['Action', 'Crime', 'Drama', 'Thriller']","['revenge', 'murder', 'policecorruption', 'violence', 'corruptpolitician', 'barber', 'governer']"
2395,Renaissance,"['DanielCraig', 'CatherineMcCormack', 'RomolaGarai']",['ChristianVolckman'],"['Action', 'Animation', 'ScienceFiction']","['paris', 'japanese', 'identity', 'underworld', 'monopoly', 'future', 'beauty', 'victim', 'dystopia', 'boss', 'police', 'president', 'animation', 'disappearance', 'cgi', 'blackandwhite', 'theft', 'scientist', 'researcher', 'corporation']"
2396,Red Sonja,"['ArnoldSchwarzenegger', 'BrigitteNielsen', 'SandahlBergman']",['RichardFleischer'],"['Adventure', 'Fantasy', 'Action']","['monster', 'swordplay', 'queen', 'talisman', 'marvelcomic', 'basedoncomicbook', 'swordandsorcery']"
2397,Red Lights,"['SigourneyWeaver', 'RobertDeNiro', 'CillianMurphy']",['RodrigoCortés'],['Thriller'],"['paranormal', 'psychic', 'skepticism']"
2398,Superbad,"['JonahHill', 'MichaelCera', 'ChristopherMintz-Plasse']",['GregMottola'],['Comedy'],"['becominganadult', 'highschool', 'youngpeople', 'onenight']"
2399,Madea Goes to Jail,"['TylerPerry', 'DerekLuke', 'KeshiaKnightPulliam']",['TylerPerry'],"['Comedy', 'Crime', 'Drama']",['criminal']
2400,Wolves,"['JasonMomoa', 'LucasTill', 'JohnPyper-Ferguson']",['DavidHayter'],"['Horror', 'Action']","['adoption', 'werewolf']"
2401,Step Up 2: The Streets,"['BrianaEvigan', 'RobertHoffman', 'WillKemp']",['JonM.Chu'],"['Music', 'Drama', 'Romance']","['underdog', 'competition', 'streetgang', 'hip-hop', 'breakdance', 'insurgence', 'heart-throb', 'dancingscene', 'tapdancing', 'scholarship', 'ballet']"
2402,Hoodwinked!,"['AnneHathaway', 'GlennClose', 'JimBelushi']",['CoryEdwards'],"['Animation', 'Comedy', 'Family']","['wolf', 'suspicion', 'littleredridinghood', 'investigation', 'burglary']"
2403,Hotel Rwanda,"['DonCheadle', 'SophieOkonedo', 'NickNolte']",['TerryGeorge'],"['Drama', 'History', 'War']","['rwanda', 'refugee', 'refugeecamp', 'militia', 'murder', 'slaughter', 'deadbody', 'atrocity', 'african', 'cruelty', 'violence', 'unitednations', 'genocideinrwanda', 'death']"
2404,Hitman,"['TimothyOlyphant', 'DougrayScott', 'OlgaKurylenko']",['XavierGens'],"['Action', 'Crime', 'Drama', 'Thriller']","['assassin', 'secretidentity', 'intelligence', 'sovietunion', 'russia', 'celibacy', 'hitman', 'secretsociety', 'power', 'powertakeover', 'adversary', 'government', 'execution', 'violence', 'killer', 'basedonvideogame', 'secretformula']"
2405,Black Nativity,"['ForestWhitaker', 'AngelaBassett', 'JenniferHudson']",['KasiLemmons'],"['Drama', 'Music']","['musical', 'basedonstagemusical', 'womandirector', 'basedonthebible', 'nativity', 'christmas']"
2406,The Prince,"['BruceWillis', 'JasonPatric', 'JohnCusack']",['BrianAMiller'],"['Thriller', 'Action']","['mobster', 'justice', 'retired', 'missing', 'missingdaughter']"
2407,City of Ghosts,"['MattDillon', 'JamesCaan', 'NataschaMcElhone']",['MattDillon'],['Thriller'],[]
2408,The Others,"['NicoleKidman', 'ChristopherEccleston', 'AlakinaMann']",['AlejandroAmenábar'],"['Horror', 'Drama', 'Mystery', 'Thriller']","['nanny', 'hauntedhouse', 'channelislands', 'parallelworld', 'photosensitivity', 'spiritism']"
2409,Aliens,"['SigourneyWeaver', 'MichaelBiehn', 'JamesRemar']",['JamesCameron'],"['Horror', 'Action', 'Thriller', 'ScienceFiction']","['android', 'extraterrestrialtechnology', 'spacemarine', 'spaceman', 'cryogenics', 'vacuum', 'spacecolony', 'warriorwoman', 'settler', 'spacetravel', 'colony', 'alien', 'xenomorph']"
2410,My Fair Lady,"['AudreyHepburn', 'RexHarrison', 'StanleyHolloway']",['GeorgeCukor'],"['Drama', 'Family', 'Music', 'Romance']","['musical', 'transformation', 'flowergirl', 'colonel', 'wager', 'suitor', 'classdifferences', 'tutor', 'aristocrat', 'linguist', 'street', 'highsociety', 'misogynist', 'guttersnipe', 'classprejudice', 'oppositesattract']"
2411,I Know What You Did Last Summer,"['JenniferLoveHewitt', 'SarahMichelleGellar', 'RyanPhillippe']",['JimGillespie'],"['Horror', 'Thriller', 'Mystery']","['secret', 'blackmail', 'fisherman', 'police', 'highschool', 'cover-up', 'friends', 'revenge', 'murder', 'pageant', 'slasher', 'teenager', 'killer']"
2412,Let's Be Cops,"['JakeJohnson', 'DamonWayansJr.', 'NinaDobrev']",['LukeGreenfield'],['Comedy'],"['corruption', 'robbery', 'kidnapping', 'nightclub', 'malefriendship', 'investigation', 'police', 'party', 'murder', 'mobster', 'losangeles', 'lying', 'impersonatingapoliceofficer', 'flashback']"
2413,Sideways,"['PaulGiamatti', 'ThomasHadenChurch', 'VirginiaMadsen']",['AlexanderPayne'],"['Comedy', 'Drama', 'Romance']","['california', 'golf', 'oscaraward', 'wine', 'stagnight', 'marijuana', 'writer']"
2414,Beerfest,"['ErikStolhanske', 'JayChandrasekhar', 'SteveLemme']",['JayChandrasekhar'],['Comedy'],"['germany', 'competition', 'prostitute', 'alcohol', 'beer', 'oktoberfest']"
2415,Halloween,"['DonaldPleasence', 'JamieLeeCurtis', 'P.J.Soles']",['JohnCarpenter'],"['Horror', 'Thriller']","['femalenudity', 'nudity', 'mask', 'babysitter', 'halloween', 'police', 'psychopathickiller', 'independentfilm', 'stalking', 'serialkiller', 'marijuana', 'maskedkiller', 'blood', 'potsmoking', 'slasher', 'murderer', 'throatslitting', 'maniac', 'violence', 'killingspree', 'family', 'cultfilm', 'evil', 'psychotic', 'smokingpot', 'institution', 'escapedkiller']"
2416,Good Boy!,"['MollyShannon', 'LiamAiken', 'MatthewBroderick']",['JohnRobertHoffman'],"['Comedy', 'Family', 'ScienceFiction']",[]
2417,The Best Man Holiday,"['TerrenceHoward', 'HaroldPerrineau', 'MorrisChestnut']",['MalcolmD.Lee'],['Comedy'],['bestman']
2418,Smokin' Aces,"['RyanReynolds', 'RayLiotta', 'JosephRuskin']",['JoeCarnahan'],"['Action', 'Comedy', 'Crime', 'Thriller']","['neo-nazi', 'gun', 'sniper', 'fbi', 'hitman', 'bodyguard', 'toshootdead', 'police', 'darkcomedy', 'shootout', 'gangster', 'drug', 'femalecorpse']"
2419,Saw: The Final Chapter,"['TobinBell', 'CostasMandylor', 'BetsyRussell']",['KevinGreutert'],"['Horror', 'Crime']","['survivor', 'violence', 'selfhelpguru', 'tricycle', 'prostheticarm', 'pigmask', '3d']"
2420,40 Days and 40 Nights,"['JoshHartnett', 'ShannynSossamon', 'AdamTrese']",['MichaelLehmann'],"['Comedy', 'Romance']","['sexaddiction', 'laundromat']"
2421,A Night at the Roxbury,"['WillFerrell', 'ChrisKattan', 'JenniferCoolidge']",['JohnFortenberry'],['Comedy'],"['nightlife', 'nightclub', 'flower', 'flowershop', 'makeamatch', 'clubbing']"
2422,Beastly,"['AlexPettyfer', 'VanessaHudgens', 'Mary-KateOlsen']",['DanielBarnz'],"['Drama', 'Fantasy', 'Romance']","['basedonnovel', 'love', 'beautifulwoman', 'curse', 'teenager', 'popularity', 'blindtutor', 'teenageromance', 'modernfairytale', 'basedonyoungadultnovel']"
2423,The Hills Have Eyes,"['AaronStanford', 'KathleenQuinlan', 'VinessaShaw']",['AlexandreAja'],"['Horror', 'Thriller']","['ambush', 'newmexico', 'van', 'familyholiday', 'axeinthehead']"
2424,Dickie Roberts: Former Child Star,"['DavidSpade', 'MaryMcCormack', 'CraigBierko']",['SamWeisman'],['Comedy'],"['loser', 'childprodigy']"
2425,"McFarland, USA","['KevinCostner', 'RamiroRodriguez', 'CarlosPratts']",['NikiCaro'],['Drama'],"['california', 'smalltown', 'coach', 'championship', 'womandirector', 'trackandfield']"
2426,Lottery Ticket,"['ShadMoss', 'BrandonT.Jackson', 'NaturiNaughton']",['ErikWhite'],['Comedy'],[]
2427,ATL,"['T.I.', 'EvanRoss', 'JackieLong']",['ChristianRobinson'],['Drama'],[]
2428,Pitch Perfect,"['AnnaKendrick', 'SkylarAstin', 'BrittanySnow']",['JasonMoore'],"['Comedy', 'Music', 'Romance']","['competition', 'roommate', 'college', 'femalefriendship', 'music', 'hazing', 'malefemalerelationship', 'audition', 'groupoffriends', 'dormroom', 'bickering', 'dj', 'singingcompetition', 'filmscore', 'femalemusician', 'singingcontest', 'youngadult', 'acapella']"
2429,Summer Catch,"['FreddiePrinzeJr.', 'JessicaBiel', 'FredWard']",['MikeTollin'],"['Drama', 'Comedy', 'Romance']","['beach', 'baseball', 'sport', 'bikini', 'party', 'love', 'romance', 'pool', 'summer', 'flashback']"
2430,A Simple Plan,"['BillPaxton', 'BridgetFonda', 'BillyBobThornton']",['SamRaimi'],"['Drama', 'Crime', 'Thriller']","['brotherbrotherrelationship', 'moneydelivery', 'airplane', 'greed', 'friendship', 'suspense', 'financialtransactions']"
2431,They,"['LauraRegan', 'MarcBlucas', 'EthanEmbry']",['RobertHarmon'],"['Horror', 'Thriller']","['suicide', 'asylum', 'nightmare', 'darkness', 'supernatural', 'suspense']"
2432,Larry the Cable Guy: Health Inspector,"['LarrytheCableGuy', 'IrisBahr', 'TonyHale']",['TrentCooper'],['Comedy'],"['healthinspector', 'foodintoxication']"
2433,The Adventures of Elmo in Grouchland,"['KevinClash', 'MandyPatinkin', 'VanessaWilliams']",['GaryHalvorson'],['Family'],[]
2434,Brooklyn's Finest,"['RichardGere', 'DonCheadle', 'EthanHawke']",['AntoineFuqua'],"['Crime', 'Drama', 'Thriller']","['malenudity', 'femalenudity', 'tattoo', 'gambling', 'corruption', 'fathersonrelationship', 'prostitute', 'robbery', 'detective', 'policebrutality', 'wifehusbandrelationship', 'cardgame', 'desperation', 'undercover', 'kidnapping', 'drugdealer', 'retirement', 'deathofafriend', 'asthma', 'police', 'fellatio', 'bloodsplatter', 'revenge', 'deception', 'murder', 'betrayal', 'priest', 'breast', 'bagofmoney', 'shootout', 'bloodonshirt', 'shotintheback', 'undercovercop', 'blood', 'suicidal', 'fword', 'shottodeath', 'punchedintheface', 'redemption', 'policeofficerkilled', 'hospital', 'dirtycop', 'policecorruption', 'pistol', 'newyorkcity', 'church', 'violence', 'strangulation', 'footchase', 'policedetective', 'fatherdaughterrelationship', 'policestation', 'heldatgunpoint', 'catholic', 'guilt', 'brooklynnewyorkcity', 'narcoticscop', 'nypd', 'missingperson', 'racialslur', 'swatteam', 'ensemblecast', 'pregnantwife', 'confessional', 'drivebyshooting', 'shotintheshoulder', 'guninmouth', 'policeraid', 'referencetogod', 'razorblade', 'shotthroughadoor', 'stealingmoney', 'policeofficershot', 'expectingtwins', 'lensflare', 'flashback', 'moneyproblems', 'familyman', 'neo-noir', 'bmw', 'apathy', 'confessionbooth', 'thoughtsofretirement', 'hailmary', 'workinginthenude', 'drugraid', 'ironingmoney', 'bedtimeprayer', 'briefing', 'shotpointblank', 'referencetogregoryhines', 'policebadge', 'sexslave', 'trailofblood', 'goldwatch', 'manslapsawoman', 'mold']"
2435,55 Days at Peking,"['CharltonHeston', 'AvaGardner', 'DavidNiven']",['NicholasRay'],"['Action', 'Drama', 'History']","['siege', 'epic', 'beijing']"
2436,Evil Dead,"['JaneLevy', 'ShilohFernandez', 'LouTaylorPucci']",['FedeAlvarez'],['Horror'],"['remake', 'demon', 'necronomicon', 'duringcreditsstinger']"
2437,My Life in Ruins,"['NiaVardalos', 'RichardDreyfuss', 'AlexisGeorgoulis']",['DonaldPetrie'],"['Comedy', 'Romance']","['beach', 'greece', 'tourbus', 'tourguide', 'viagra', 'hospital']"
2438,American Dreamz,"['HughGrant', 'DennisQuaid', 'MandyMoore']",['PaulWeitz'],"['Comedy', 'Drama', 'Family']","['usapresident', 'moderator', 'musical', 'music', 'castingshow', 'imagecampaign', 'sleeperagent']"
2439,Superman IV: The Quest for Peace,"['ChristopherReeve', 'MargotKidder', 'GeneHackman']",['SidneyJ.Furie'],"['Action', 'Adventure', 'ScienceFiction']","['savingtheworld', 'dccomics', 'mountains', 'nuclearmissile', 'u.s.army', 'alterego', 'sequel', 'superhero', 'laboratory', 'convertible', 'catholicschool', 'newspapereditor', 'nuclearweapons', 'disarmament', 'volcaniceruption', 'greatwallofchina', 'superpowers', 'superhumanstrength']"
2440,How She Move,"['RutinaWesley', 'DwainMurphy', 'BoydBanks']",['IanIqbalRashid'],['Drama'],"['blackpeople', 'lossofsister', 'dance', 'stepping']"
2441,Running Scared,"['PaulWalker', 'CameronBright', 'VeraFarmiga']",['WayneKramer'],"['Action', 'Crime', 'Drama', 'Thriller']","['icehockey', 'racism', 'pedophile', 'throatslitting', 'shotinthestomach', 'headblownoff', 'policeinvestigation', 'pistolwhip', 'shotintheshoulder', 'childusesgun', 'ankleholster', 'breakingfinger']"
2442,Bobby Jones: Stroke of Genius,"['JimCaviezel', 'ClaireForlani', 'JeremyNortham']",['RowdyHerrington'],['Drama'],['sport']
2443,Shanghai Surprise,"['Madonna', 'SeanPenn', 'PaulFreeman']",['JimGoddard'],['Adventure'],[]
2444,The Illusionist,"['EdwardNorton', 'JessicaBiel', 'PaulGiamatti']",['NeilBurger'],"['Fantasy', 'Drama', 'Thriller', 'Romance']","['magic', 'princess', 'love', 'rivalry', 'viennaaustria', 'crownprince', 'duchess', 'supernaturalpower', 'childhoodsweetheart', 'vienna']"
2445,Roar,"['TippiHedren', 'MelanieGriffith', 'JerryMarshall']",['NoelMarshall'],"['Adventure', 'Thriller']","['africa', 'lion', 'elephant', 'vegetarian', 'leopard', 'tiger', 'zebra', 'wildlife', 'independentfilm', 'jungle', 'blood', 'exploitationfilm', 'animalattack', 'wildlifereserve', 'wildlifeconservation']"
2446,Veronica Guerin,"['CateBlanchett', 'GerardMcSorley', 'CiaránHinds']",['JoelSchumacher'],"['Drama', 'Crime', 'Thriller']","['journalism', 'police', 'drugscene', 'murder', 'druglord']"
2447,Escobar: Paradise Lost,"['BeniciodelToro', 'JoshHutcherson', 'BradyCorbet']",['AndreaDiStefano'],"['Thriller', 'Romance']","['surfer', 'murder', 'murderer', 'columbia', 'telephoneconversation']"
2448,Southland Tales,"['DwayneJohnson', 'SeannWilliamScott', 'SarahMichelleGellar']",['RichardKelly'],"['Action', 'Adventure', 'Comedy', 'Drama', 'ScienceFiction', 'Thriller']","['suicide', 'brotherbrotherrelationship', 'spy', 'prophecy', 'middleeast', 'screenwriter', 'terrorist', 'wifehusbandrelationship', 'nevada', 'amnesia', 'allegory', 'massmurder', 'kidnapping', 'blackmail', 'riot', 'evacuation', 'afghanistan', 'timetravel', 'undercoveragent', 'marxism', 'politics', 'politician', 'smuggling', 'twinbrother', 'movieinmovie', 'murder', 'surrealism', 'balloon', 'interracialrelationship', 'anticonformity', 'endoftheworld', 'conspiracy', 'metaphysics', 'memory', 'search', 'dirtycop', 'apocalypse', 'losangeles', 'terrorism', 'paradox', 'cultfilm', 'doomsday', 'nearfuture', 'alternatereality', 'splitpersonality', 'bigcorporation', 'mothersonrelationship', 'noopeningcredits', 'northkorea', 'doppelganger', 'governmentcorruption', 'southerncalifornia', 'alternatetimeline', 'karma', 'environmentalissue', 'worldwariii', 'mysteriouspast', 'absurdism', 'fourthdimension', 'santamonicacalifornia']"
2449,Dragon Hunters,"['VincentLindon', 'PatrickTimsit', 'PhilippeNahon']",['GuillaumeIvernel'],"['Animation', 'Family']","['destroy', 'future', 'worldsupremacy', 'bestfriend', 'dragon', 'doomsday']"
2450,Damnation Alley,"['Jan-MichaelVincent', 'GeorgePeppard', 'DominiqueSanda']",['JackSmight'],"['Action', 'Adventure', 'ScienceFiction']","['basedonnovel', 'future', 'post-apocalyptic', 'war', 'cockroach', 'motorcycle', 'scorpion', 'postnuclear', 'battleforsurvival']"
2451,The Apparition,"['AshleyGreene', 'SebastianStan', 'TomFelton']",['ToddLincoln'],"['Horror', 'Thriller']","['experiment', 'supernatural', 'paranormal', 'haunting', 'disappearance', 'fear', 'ghost']"
2452,My Girl,"['AnnaChlumsky', 'MacaulayCulkin', 'DanAykroyd']",['HowardZieff'],"['Comedy', 'Drama', 'Family']","['neighbor', 'childkilledbyanimal', 'writingclass', 'makeupartist', 'beesting', 'camper', 'cosmetologist', 'treeclimbing', 'deathinchildbirth', 'tuba', 'motorhome', 'beeattack']"
2453,Fur: An Imaginary Portrait of Diane Arbus,"['NicoleKidman', 'RobertDowneyJr.', 'TyBurrell']",['StevenShainberg'],"['Drama', 'Mystery', 'Romance']","['photographer', 'biography', 'hair', 'werewolf', 'hypertrichosis', 'freak']"
2454,Wall Street,"['CharlieSheen', 'MichaelDouglas', 'MartinSheen']",['OliverStone'],"['Crime', 'Drama']","['power', 'fraud', 'broker', 'wallstreet', 'finances', 'lawyer', 'union', 'millionaire', 'stockbroker']"
2455,Sense and Sensibility,"['KateWinslet', 'EmmaThompson', 'HughGrant']",['AngLee'],"['Drama', 'Romance']","['bowling', 'basedonnovel', 'servant', 'countrylife', 'janeausten', 'inheritance', 'militaryofficer', 'perioddrama', 'rainstorm', 'horseandcarriage', 'decorum']"
2456,Becoming Jane,"['AnneHathaway', 'JamesMcAvoy', 'JulieWalters']",['JulianJarrold'],"['Drama', 'Romance']","['england', 'judge', 'irland', 'newlove', 'empowerment', 'countrylife', 'future', 'letter', 'law', 'lovers', 'creativity', 'sister', 'author', 'family']"
2457,Sydney White,"['AmandaBynes', 'SaraPaxton', 'MattLong']",['JoeNussbaum'],['Comedy'],"['college', 'romance', 'sorority', 'student', 'snowwhite', 'youngadult', 'modernfairytale']"
2458,House of Sand and Fog,"['JenniferConnelly', 'BenKingsley', 'RonEldard']",['VadimPerelman'],['Drama'],"['sanfrancisco', 'immigrant', 'house', 'intimidation', 'iranian']"
2459,Dead Poets Society,"['RobinWilliams', 'EthanHawke', 'RobertSeanLeonard']",['PeterWeir'],['Drama'],"['individual', 'philosophy', 'poetry', 'shakespeare', 'professor', 'literature', 'friendship', 'filmesfocadosemumprofessor']"
2460,Dumb and Dumber,"['JimCarrey', 'JeffDaniels', 'LaurenHolly']",['BobbyFarrelly'],['Comedy'],"['gasstation', 'motel', 'utah', 'stupidity', 'pill', 'prank', 'cigarsmoking', 'violence', 'criminal', 'firedfromthejob', 'clumsiness', 'stepmotherstepdaughterrelationship', 'sittingonatoilet', 'aspencolorado', 'parakeet', 'defecation', 'scooter', 'hotelsuite', 'endangeredspecies', 'foolish', 'laxative']"
2461,When Harry Met Sally...,"['MegRyan', 'BillyCrystal', 'CarrieFisher']",['RobReiner'],"['Comedy', 'Romance', 'Drama']","['newyork', 'wifehusbandrelationship', 'restaurant', 'platoniclove', 'orgasm', 'friendship', 'malefemalerelationship']"
2462,The Verdict,"['PaulNewman', 'CharlotteRampling', 'JackWarden']",['SidneyLumet'],['Drama'],"['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defenseattorney']"
2463,Road Trip,"['BreckinMeyer', 'SeannWilliamScott', 'AmySmart']",['ToddPhillips'],"['Comedy', 'Adventure']","['femalenudity', 'sex', 'sexism', 'spermbank', 'erection', 'blonde', 'roadtrip', 'sorority', 'politicallyincorrect', 'potsmoking', 'teenmovie', 'teensexcomedy', 'crosscountry', 'political', 'stoner', 'spermdonor', 'schoolbus', 'losingmoney', 'malevirgin', 'horniness', 'dormroom', 'sextape', 'youngadult']"
2464,Varsity Blues,"['JamesVanDerBeek', 'AmySmart', 'JonVoight']",['BrianRobbins'],"['Comedy', 'Drama', 'Romance']","['americanfootball', 'smalltown', 'texas', 'cheerleader', 'sport', 'party', 'highschoolsports', 'policecar', 'americanfootballstar', 'thebiggame']"
2465,The Artist,"['JeanDujardin', 'BéréniceBejo', 'JohnGoodman']",['MichelHazanavicius'],"['Drama', 'Comedy', 'Romance']","['filmproducer', 'filmhistory', 'moviestudio', 'hollywood', 'dog', 'mustache', 'hollywoodland', 'silentfilm', 'marquee', 'terrier', 'moviestar', 'flapper', 'silentfilmstar']"
2466,The Unborn,"['OdetteAnnable', 'GaryOldman', 'MeaganGood']",['DavidS.Goyer'],"['Horror', 'Thriller', 'Mystery']",[]
2467,Moonrise Kingdom,"['BruceWillis', 'EdwardNorton', 'JaredGilman']",['WesAnderson'],"['Comedy', 'Drama', 'Romance']","['newengland', 'firstlove', 'eyepatch', 'searchparty', 'devastation', 'penpal', 'handkerchief', 'childsmoking', 'smalltownsheriff', 'thecolorred', 'thecolorblue', 'boyscouts', 'sanddancing', 'meetcute', 'boyscoutsleader', 'pipesmoking', 'duringcreditsstinger']"
2468,The Texas Chainsaw Massacre: The Beginning,"['JordanaBrewster', 'TaylorHandley', 'DioraBaird']",['JonathanLiebesman'],['Horror'],"['massmurder', 'plannedmurder', 'chainsaw', 'sadism', 'knife', 'psychopath', 'prequel', 'murder', 'gore', 'serialkiller', 'blood', 'leatherface', 'slaughterhouse', 'slasher', 'chainsaw', 'torture', 'cruelty', 'seriesofmurders', 'violence', 'cannibal', 'severedfoot', 'severedhand']"
2469,The Young Messiah,"['AdamGreaves-Neal', 'SaraLazzaro', 'VincentWalsh']",['CyrusNowrasteh'],['Drama'],"['egypt', 'jesuschrist', 'gospel', 'christian', 'journey', 'biblical']"
2470,The Master of Disguise,"['DanaCarvey', 'BrentSpiner', 'JenniferEsposito']",['PerryAndelinBlake'],"['Comedy', 'Family']","['aftercreditsstinger', 'duringcreditsstinger']"
2471,Pan's Labyrinth,"['IvanaBaquero', 'MaribelVerdú', 'SergiLópez']",['GuillermodelToro'],"['Fantasy', 'Drama', 'War']","['spain', 'resistance', 'servant', 'antihero', 'fairy', 'fairytale', 'francoregime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth', 'mythological']"
2472,See Spot Run,"['MichaelClarkeDuncan', 'DavidArquette', 'LeslieBibb']",['JohnWhitesell'],"['Action', 'Comedy', 'Family']",['dog']
2473,Baby Boy,"['TyreseGibson', 'TarajiP.Henson', 'OmarGooding']",['JohnSingleton'],"['Crime', 'Drama', 'Romance']","['singleparent', 'intolerance', 'condom', 'bootlegger', 'fistfight', 'stepfather', 'womanizer', 'thief', 'domesticviolence', 'gunfight', 'losangeles', 'physicalabuse', 'ex-con', 'selfishness', 'passiveaggression', 'fatherhood', 'convictedfelon', 'southcentrall.a.']"
2474,The Roommate,"['MinkaKelly', 'LeightonMeester', 'CamGigandet']",['ChristianE.Christiansen'],"['Thriller', 'Drama', 'Horror']","['jealousy', 'roommate', 'obsession', 'campus', 'love', 'murder', 'freshman', 'student', 'losangeles', 'medication', 'violence', 'boyfriend', 'design', 'resentment']"
2475,Joe Dirt,"['DavidSpade', 'BrittanyDaniel', 'DennisMiller']",['DennieGordon'],"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']","['parentskidsrelationship', 'lossofparents', 'lookingforbirthparents', 'meteorite', 'janitor', '\xa0', 'womandirector']"
2476,Double Impact,"['Jean-ClaudeVanDamme', 'GeoffreyLewis', 'AlonnaShaw']",['SheldonLettich'],"['Thriller', 'Action', 'Crime', 'Drama']","['lossofparents', 'karate', 'fighter', 'revenge', 'hongkong', 'twins', 'hoodlum']"
2477,Hot Fuzz,"['SimonPegg', 'NickFrost', 'JimBroadbent']",['EdgarWright'],"['Crime', 'Action', 'Comedy']","['village', 'arrest', 'police', 'partner', 'murder', 'conspiracy', 'gunfight', 'policeforce', 'cowboycostume', 'accident']"
2478,The Women,"['ClorisLeachman', 'IndiaEnnenga', 'AnnetteBening']",['DianeEnglish'],"['Comedy', 'Drama', 'Romance']","['beautysalon', 'divorce', 'womandirector']"
